days_left,price,predit_1,prdict_2,final_predictions
22,4230,4460.961776984124,4586.049882828283,4295.3749909812395
16,4147,4878.8835049783565,5143.267273665221,4737.641641896994
48,2057,2518.973795238094,2685.8853149350643,2383.0408809523815
47,56588,50035.447040476196,51133.02625418469,52358.5133109668
31,5206,5347.216657142857,5256.732625396827,5180.8856041125555
8,62255,63002.71664531022,64110.36828895553,63319.67093888891
34,3860,5279.419799511599,5047.798203102455,4964.7061769119755
49,17794,17828.691428571427,18108.624204761905,18050.70199047619
30,73903,60932.46548903321,61508.5991374459,58094.597320923516
21,1714,1714.8126000000002,1720.9626857142853,1717.525720634921
3,58942,55026.82464047066,54814.720110822534,56360.746648051965
37,6377,6125.417762337659,6179.433189177491,7292.841283333331
49,5325,8700.01819329004,7674.620390043287,8032.409287878788
30,4031,2772.516837301587,2761.82102979798,2684.6532129148636
46,2901,2910.8963,2922.003761111111,2918.8351230158723
28,20760,20786.454,20771.596266666667,20756.732542857146
46,42457,45907.99678351648,44763.70155757574,44141.94500129869
41,34460,34450.08333333333,34487.558666666664,36654.607330158746
17,2614,2655.89275064935,2624.837897619048,2617.027101343102
12,13524,13556.879147258296,13184.067903890553,13570.699633133534
16,49725,49684.22175,49492.1409,49766.831412554115
30,61873,61772.532844444446,61746.457714285716,62231.297369841275
23,51817,51900.10284761905,51976.24174191919,51759.124753968266
13,5883,6861.740162770565,6622.798059090909,6903.4706912698375
19,44280,44503.71311428571,44646.35963968254,44351.30485238095
6,17794,19970.432138089698,19576.94554790764,19783.578704545456
38,5950,5933.302058474859,5895.466889538241,5894.240772943722
9,5179,5218.354847619047,5315.0842391774895,5343.30893109668
8,13338,14670.732411904763,13913.329817316015,13992.99171724387
24,7090,3281.630368253968,3321.8484253968245,3259.679341269838
47,44069,44413.60271111108,44611.149025396815,44374.57476038959
14,14672,14401.522689943398,14630.149695743148,14860.350715728702
48,41064,41553.22755079365,42113.86594761906,41292.53321825397
30,3105,3446.2387095238096,3393.774675807525,3410.92615901876
41,5949,5946.9815,5953.502411255412,5953.189682539681
11,52586,52149.64180714287,51240.54112539681,52028.37977359308
17,4809,4528.905484054832,4497.079454761904,4403.281328571428
14,49725,49687.447328571434,49337.38490555556,49751.17296666668
5,6443,7089.886417099563,7141.550328643586,7093.997974747475
34,2074,2075.52,2074.435955555555,2076.5285253968254
38,50969,55942.632678787864,55981.42332380951,54636.58427900427
41,7106,7064.328926406925,7097.168096536797,7109.76154747475
35,3184,3216.3303936507937,3231.1990428571426,3254.5685904761917
33,5656,5649.948300000001,5652.235828571428,5645.389063492064
25,54608,58409.81081890332,57979.16313059164,57002.01648687422
35,6461,6644.836957142857,6790.343729365078,6487.533409595957
28,22152,22160.46933333333,22164.799555555554,22151.976
2,10534,10631.376688600289,11594.858032539687,10576.293168253967
33,20760,20802.5806,20795.69022857143,20840.450200000003
8,9105,10866.205644588745,10938.833278138534,10709.86457142857
9,7021,5899.034369841268,6801.003451082256,6305.434044444445
23,5060,5489.565660101009,5719.926693650795,5392.399753174604
37,6195,8143.35841825397,7746.473204761909,7827.315988888887
14,9241,9915.528995177041,9748.290183982679,9936.60458347763
39,7053,6836.790389971145,6566.198086075034,6535.448151587308
30,3772,3326.65680865801,3575.114182539684,3278.04797907648
37,4239,4306.302657142857,4655.059107792206,4200.226331746028
28,4498,4484.322833333333,4490.007404761905,4496.121901470751
32,51167,55788.83366767676,55583.23448860029,54280.556170634896
37,5601,5706.486473809519,5717.584073692972,5944.7597475468965
29,4284,4474.29767828283,4596.311514790767,4808.583930952383
16,3253,6798.625183549781,6015.450180952385,6503.036918498166
17,50473,46725.099038383836,46775.1399361472,45655.15118210678
46,4977,4973.97058809524,4918.225506993007,4726.550064524364
45,45600,46292.27173232322,46358.21086190474,47228.17882748918
5,13954,13117.391658080809,13142.897596681105,14147.186161832615
38,4556,4696.149996248197,4763.300030880232,4753.616317460315
45,50271,49861.95830952381,49714.32787164501,49993.28347380951
12,40593,44674.26273968251,43674.67478968255,43739.144512770574
35,5949,6315.539578571435,6283.548456349212,6387.008337229436
36,4181,4232.957353968251,4493.111608513708,4387.8780069264085
36,44144,44286.39245714286,44419.66758095238,44161.37627222223
10,51707,51490.75925793651,49058.1498031746,50811.28259385061
17,4593,4828.9376051948075,4880.172077128429,4713.224737518033
37,7057,7019.761774148073,7016.437433599726,9476.989901082252
46,3980,5156.885833766235,4893.5854115440125,4379.5237438561435
25,45672,46513.04861111111,46066.238269841284,45194.04272619047
20,4401,4522.421184126984,4629.780635353535,4449.911104761903
37,67769,68169.55026666666,68466.7917293651,67884.2642949495
33,24056,24056.0,24066.752,26875.856764646476
45,4363,4312.754192857142,4446.333619841271,4344.361649567099
46,2150,2152.0442666666668,2152.375257142857,2153.4335666666675
22,4757,4817.996578571428,4896.905488961038,5033.34827913198
17,32859,32731.03066666667,32770.06857142857,32954.712280952386
22,63889,54556.38766002885,54938.16778809524,59271.28372077921
41,49725,49706.53109523809,49675.170511904755,49816.66364761905
2,12210,13980.038702308804,14853.816552741708,16416.7731550505
28,3862,4070.532455555555,4031.6117150793652,3901.646062337662
26,51372,53077.178690909095,52997.61061284269,52651.3347482906
38,50271,50279.826,50253.41821428572,50289.97102857143
35,6067,6164.486595238096,6273.216984920635,6147.064899927848
21,51707,51710.255333333334,51602.49167142858,51727.73983087468
26,5339,5385.120802380951,5389.5787517316,5398.393691125542
12,31982,32563.95692727272,32823.52530606061,32545.38180115439
49,8589,8425.637212698413,8161.538283211234,8618.559368253967
9,25013,19042.14286623377,18879.731793145762,18276.274624603175
36,55502,57177.359319841264,58183.007323015874,57981.7295281385
38,3996,3158.3889844877344,3757.595707864361,3530.100375757575
49,3860,4199.37157171717,4176.66668095238,4015.3838931457435
14,11319,9806.597227994229,9396.760204040396,8873.628694444438
44,6985,6862.098296031746,6732.408320634919,6840.462166233765
24,2987,3592.2947302697303,3786.400528033076,3756.4387325396833
9,21738,23030.09718015318,23676.39287041845,20439.608172438686
18,6461,6468.545630519481,6496.9115976190515,6553.559643795091
27,5843,5574.073910028858,5577.456739393941,5788.695199134199
9,13728,13595.731213275609,14014.835668759026,14163.938537445883
30,39377,39852.15386190475,40032.54595555554,39919.81646825398
44,4656,4603.007489610389,4658.329928571427,4530.483096248195
21,4099,4190.211864357863,4247.582612698411,4303.823527200577
23,5322,5380.894596031747,5456.639942857143,5378.56464047619
26,5760,5819.901993939394,5815.037492784994,5901.118460317458
20,8534,8026.009669119769,7938.424919913416,7727.9733301365295
41,3645,3785.686137301587,3869.4131057997556,3250.215385137086
23,56476,56386.31553333334,56262.003347186146,56481.22522164502
4,47657,48131.094584138074,47778.56176955266,47284.13920880231
40,40593,42564.474726190485,42569.58938376624,40696.56890598847
43,22152,22170.368,22168.66382222222,22152.754382539668
33,8112,7955.399855555556,7952.78214047619,8063.512688672437
38,5985,5576.415138888886,5748.207606759906,5865.362209523806
32,3310,3119.7828333333337,3100.0852999999997,3073.892746031746
29,3336,3951.305149999999,3653.403876190476,3618.3755666666666
40,4589,4579.9748,4529.342602380951,4535.950080158728
30,4275,2777.056858730159,2805.5147936507938,2808.3398690476183
11,3363,3411.62393015873,3433.1501369408365,3684.2206730158714
24,9048,12977.97272893218,12814.29646601732,13104.327969191927
4,11351,9541.00896507936,9301.750300360756,9356.377795448996
33,6461,7094.404585497839,6971.750368831171,6599.3807843434315
47,60508,59904.24973376623,60295.315728932175,60137.97530555552
30,6578,6328.298371861472,6308.152718253969,6306.648960317458
47,5761,5813.840681746033,5861.833588167389,5771.861597280498
43,5953,4349.061079148628,4200.229648917749,4021.3674314574323
46,3855,4209.130585353536,4612.533863564213,4190.838201587304
22,4348,4690.044683116883,4824.228124025973,4823.4895103174595
12,9945,10056.627972222226,10195.557175829723,9855.945835714287
27,4363,4961.66718968254,5014.08466096681,4969.304481746032
9,8088,10766.080088816732,10987.191257470311,11210.035102164507
26,5761,5766.947500000001,5765.078644444444,5762.497261294263
36,5760,5880.421133333333,5927.193703607504,5996.53456291486
33,5513,6024.967847691198,6085.758786219335,5979.609946775443
30,4111,4673.980280158731,4522.133347619047,4466.044229154179
17,4944,6212.066690476191,6919.887403174607,6076.772928571423
16,59537,59136.42491666667,59087.05748492065,59363.423811255394
38,56702,57111.407487229466,56662.458625757594,58234.54225219779
46,44081,44607.282876190475,44432.318233333324,44211.914008874446
29,2208,2207.7830476190475,2215.079126984127,2230.504519264069
42,5632,6018.890201948054,5853.217766233769,5732.093596814297
22,5971,7258.650838095234,6946.0208015873,8925.606722222226
31,3697,5961.823584920632,5083.128466666666,5459.685160389609
28,4491,4490.489333333334,4480.215933333334,4344.582004978353
20,4445,4515.524904761904,4517.637984126984,4414.505715079363
9,53634,46763.038799966685,46871.831944633144,46218.17039689754
18,5765,6505.461250793644,6217.918470634922,6137.365104040407
45,3860,3861.533014285714,3864.046796320347,3903.193476911979
27,5102,5405.385718742363,5396.044160173157,5456.812781168835
10,12958,13211.616767077367,13002.48625202021,13416.221442857142
18,4316,4536.582981746033,4435.571695099345,4596.044834632039
42,5060,5748.281564718614,5796.7201541847035,5334.81046724387
48,4111,4130.3561777777795,4124.539353246754,4011.9044499999995
8,61933,62088.4938126984,61985.114513492066,63079.634261904765
24,10672,10375.590652886001,10032.589150793649,10268.985854473298
24,6105,6171.503755988457,6059.339865656565,6135.009599134197
14,22152,22335.57387301587,22394.708,22196.493124675322
16,2339,2529.669657142857,2529.6669406204915,2498.8504960317478
44,4784,5026.939764285713,5075.91264047619,4984.914972655125
16,19081,9320.724237734494,10022.201095671,11938.316471428561
43,4173,4240.535182900432,4258.016885497835,4357.045281962484
30,6825,6521.211444444443,6414.8647436507945,6557.539819047616
4,17619,11932.51459920635,12027.197446153845,12867.376680219784
11,11069,11310.39063903319,11660.781009379509,12403.14981666667
10,11853,12759.854664357861,13132.60737539682,12997.703209379506
6,7425,7438.483119047619,7429.008923809524,7466.637641208791
20,3826,4031.8381095238105,3994.0932002608483,3900.847642457542
2,8059,6690.615814646463,7754.04634437229,7793.389610822512
4,13054,13173.730829120877,12922.6942552503,12967.36897763348
7,11205,11493.32383455989,11573.303644688645,11413.165932900441
28,8938,8878.522982539682,8908.005718253964,9365.749476118326
11,55377,55415.5995,55369.745704401146,55402.38891984128
22,60589,53211.136523809524,53397.79653253967,53517.84036060607
14,11520,11288.216998412696,11350.61873492064,11445.885227200572
28,3458,3526.722042279944,3561.291149927853,3516.007730303029
17,4975,6449.627356898661,7366.258116522368,6415.1557275613295
27,3988,4346.48648308913,4207.682175541126,4223.427196825396
48,7576,7048.561416483516,6796.484026334777,6725.670430591631
8,11069,13864.19437474748,14070.657050432905,14898.729731313131
40,5780,5961.531500000001,5835.393613492063,5878.939461760459
44,6821,6673.119457142857,6911.4623998557,6794.722025468976
21,3491,3428.610810966809,3420.5273666666653,3286.657681746031
5,5954,6546.791832539682,6482.115209668109,6637.207496220444
18,59827,51703.075247313805,51868.954645238075,51765.63071666666
8,8300,8279.328496392493,8258.734591991342,8121.073655699852
29,4612,4607.924833333334,4599.64055,4601.8350317460345
43,5390,5557.121550577195,5529.068238023087,5375.52916212121
43,5441,5525.624412770564,5536.717474675324,5426.234002958154
32,2250,2253.0233333333335,2260.5157611111113,2292.082027777778
18,4056,4584.700315512264,4553.143615295814,4561.267967532468
18,4417,5370.272269408369,5600.072723809521,5374.310283477634
28,24056,24055.776,24101.882485714286,24373.88272063491
29,9080,9074.055579437234,9503.612904473306,9191.110055916306
7,47586,47758.71568095239,47574.98262619046,46929.67956160507
29,6067,6072.518419047618,6085.815683333332,6071.904369047618
39,2732,2505.5077865800863,2520.2027007936504,2585.743952364303
45,3015,3122.3613530303032,3182.0211246031745,3096.628854084804
26,51817,51844.1231,51731.62243333333,52164.280538095234
46,4757,6051.759245648793,6149.899943195689,6065.709973015875
22,16674,10804.431345165951,10450.037688455992,10503.267791558452
44,1694,1840.8706071428574,1837.1105396825399,1878.0483023809522
5,7927,8541.510310606058,8966.447663863913,8330.31312041847
47,74880,67259.55789999997,67214.22092222223,67253.43074126983
3,7958,9615.72608629149,10632.253859523807,9724.181306493503
46,45257,45333.11314285714,45357.19598823953,45227.23238686869
17,10052,9497.842818253968,9433.325720274168,9144.018174747476
14,104255,87057.34182380952,86134.06360512265,84474.42222070706
43,57565,57236.5946957265,56935.1514063492,54370.574591919205
22,66928,75009.71451753247,74794.5955261905,82945.28072532461
12,7489,7480.529438095238,7492.317824603174,7506.8699018037505
27,32923,35063.16981428573,35211.580764285725,33061.42563412699
44,6271,6450.7328253968235,6521.423148412697,6403.091257936507
24,54896,54909.22376349206,55049.90753015873,54861.90031269837
45,8973,4076.9660497835507,4519.793974603175,5134.80862027417
49,4020,4498.431961760462,4473.428509235212,4393.7626687368165
46,60160,61248.00047828281,61491.76323924959,61945.57440728714
40,3621,3906.462497258298,3984.7850835497848,3863.927292063492
48,3572,3675.237234920635,3579.230468759018,3573.7397215728733
12,8003,11980.319856421353,10725.801801587299,11851.425038888887
36,31436,31436.0,31499.8672,31428.589028571427
45,23838,23831.844,23763.11134285714,23685.123717460316
23,60365,60643.425933694074,60654.34536917525,60360.72373217893
6,5955,5957.747773809523,5962.363991269841,5961.994583333334
5,12454,13391.395984415578,12796.513973187923,12920.56712929293
27,4363,4544.891168831167,4578.027911904762,4540.699974819623
31,5219,4321.591857936506,4371.647923015873,4361.90488932179
44,5865,5246.566283333334,5243.042925108225,5420.024321356419
46,44280,48371.425294949506,48073.65021825398,44792.50988333333
2,12486,13655.171806887558,13990.809298340546,14826.819225613272
5,79517,71757.70286327566,68895.39382373734,69714.34658499282
16,39756,36561.79490555554,36001.582162698396,34871.03507294372
2,8034,10931.677139033187,11740.885004040398,11228.374223088023
13,11236,13089.300212842712,11592.389278932176,12317.250329437225
15,12362,11638.74573196248,11354.13105165946,11844.432678571418
17,7159,8878.846732467535,10011.71067604618,9539.849507215
24,4913,4854.950082539681,4783.221507431457,4929.272128643581
1,15228,18868.924924531013,19118.121814285714,21622.48330533909
18,4246,4688.532326551228,4648.53406089466,4901.676602236649
36,2476,2476.854,2477.2794666666664,2488.0242015873023
28,5309,5067.37904653679,5074.6894244588775,5048.927267460318
15,51817,52142.553938095225,52084.611123809525,51797.203169841254
27,4230,4290.098434992785,4356.014307142857,4241.748613131313
7,40369,41511.2032031746,40500.06609379509,39613.71978650796
1,17400,16185.705460317457,15989.059405555545,17837.96396392496
37,4500,4496.2882495671,4547.718988095238,4529.654846176048
47,56879,56499.28025920749,56414.21621461875,62223.80464567101
9,14767,13163.722128643578,13440.259475108222,13426.482233982677
19,3999,4037.570771367518,4034.3554111111084,4020.5528333333314
42,29170,41930.49561154402,41799.173223809536,40506.439546031754
29,6437,5965.77570829726,6076.452323015872,6240.558580952384
46,8111,8033.834228571427,8011.170944444444,8060.5194
21,4111,4092.2883214285707,4101.110033333333,4043.461759090909
8,7927,8329.584391197688,8911.369262698416,8123.884898412701
49,44280,44721.04843809523,44881.34132698413,44544.307249206344
45,6427,5837.127500793651,5983.600665728715,6157.410137301589
18,6690,6932.07789163059,6767.995630647129,6455.986445238099
47,5325,4140.549934271286,4030.5566975469005,6244.430119047616
4,56590,55104.07998679654,50452.38810317459,54437.63505793651
15,11427,9774.073810866912,10085.99452301587,9542.491357359311
41,7207,7061.844780591631,7043.940292640687,7350.96542798868
29,66063,66221.28150000001,65983.01362857143,68386.27854957261
24,5824,5822.279599062051,5997.821849206347,5783.454995931846
22,45693,45689.51575,45608.28423333333,45654.23054999999
19,50271,50274.01697142857,50251.660533333335,50379.35576190477
44,56590,51602.79777965368,52151.18122604616,52779.60971825397
28,5632,6038.237052741702,6040.7733698412685,6082.698663492068
16,9763,9394.89748961039,10097.601986363641,9726.934099278495
18,41113,40627.6650968254,39145.615933333334,38851.50001568987
29,2476,2476.096,2481.263,2480.601633333333
20,4964,5229.118776190476,5345.788981313133,4990.8491895382385
27,8233,7938.801155627708,8117.908938095236,8292.824110411813
34,3998,4380.525317099567,4372.518578210678,4223.881186868688
28,4173,4475.2034569208545,4686.402667316019,4308.123369741371
30,6977,6804.759219624818,6872.244311138861,7098.336518037517
15,3862,4889.027486940836,5261.667153174602,4736.880693223442
5,14766,14363.946030375177,14420.024139971143,15224.134491269844
37,54841,55894.83302222223,55892.96293716285,55066.19388513707
30,63277,61455.650834126965,62537.52582835499,61671.18405349652
17,64831,66721.1878404762,67443.59329047616,65820.34431645022
41,3999,3998.9452,3994.344495238095,3977.953990476191
23,4556,4917.016095848594,5048.084595382392,4773.386046608946
35,4961,5060.086569841271,5150.172888095236,5097.661575396825
39,3551,3717.8917670995666,3812.1201517316017,3827.155055411254
39,44280,44349.35274285714,44487.53240476189,44255.19303095238
18,62045,61624.31457777778,61704.24532727271,62042.111577561314
7,67945,63180.012733888325,63390.081122222226,63708.86333412702
19,6577,6536.885834054832,6458.671533422131,6492.780309668109
15,10390,11844.992398124099,10853.604196031745,11464.081162554114
15,36700,37319.308311111105,37326.83203333333,36686.439315873016
30,5761,5885.888796825396,5906.684984920632,5858.55025952381
1,12150,13262.506114718613,14260.180987373735,14274.2155132756
19,2361,2551.44249949495,2720.4699756132745,2526.5826637085133
37,66928,66524.06044444445,66294.26981269842,63381.10440375181
6,59033,65003.203995693184,63371.1527040737,63254.77648286158
43,4648,4632.374666666666,4603.251459523809,4523.569024963924
43,1714,1722.432,1715.692,1746.3459873015875
15,8043,8965.141097557998,8649.565070418474,8481.136843650793
11,6304,7542.94691024531,6755.507859090909,7280.821111904757
16,1776,2621.4875904761907,2448.796934126985,2269.325570346319
40,55377,55503.726127128444,55482.52298412699,55369.211807503605
24,6502,6505.5131999999985,6538.009377777776,6513.916514285713
11,9105,10717.090421645024,10767.058613492056,10645.291754761904
15,21669,17873.521843650793,17865.831469047618,19340.056022510827
32,5817,5763.160679748029,5741.458518253968,5843.28987070707
31,5793,5417.021749206347,5493.903436940836,5850.2247479798025
44,6275,6055.401535714284,6085.047914285715,5993.52731183261
3,18234,21582.48613737372,20677.635553174594,21655.430319047628
43,4007,4059.4793769119788,4047.589322222223,4157.793612409815
25,4417,4666.951164285714,4862.611239682541,4736.654207936506
48,2350,2748.617604689754,2772.462984126985,2537.10189069264
25,27864,27807.1516,27855.900611111112,27940.171753102455
16,67441,57166.129966666675,56979.591351659445,59867.64492878791
19,52175,52285.246706349215,52355.37004761904,52438.31509696969
30,1890,2135.525445670996,2312.1255054834055,2061.0436634920634
31,8264,5285.156301948051,4959.810957142852,4922.444822222222
18,56588,56217.915807142854,56482.57571904762,56774.909718831164
22,3591,3741.257529870131,3795.7488373015863,3695.035759090909
44,9490,7846.322162604065,7586.965207792204,8038.242560245313
49,44144,44092.22793982684,44047.43234920634,44231.81898650792
39,4165,4700.028674242425,4661.466323160175,4372.353865079366
20,4165,4195.872300000001,4261.669266666668,4218.111297619049
15,5177,5751.474896825396,6381.945510317459,5756.585089610393
32,65529,69105.67751111108,69055.62809177488,69818.30652395383
18,3788,4753.70396904762,4663.995523576421,4637.472183333334
40,1890,1899.569406349206,1899.5627730158728,1989.1579930735923
37,5294,4772.412530952381,4863.792649883453,4718.783826551233
1,16653,12601.084223015872,13566.228382323241,14445.183189105337
8,60160,66406.09409432788,65001.59489841267,63868.87117619044
19,7368,8276.730257359302,7836.501751370851,7897.004071428574
31,49613,49595.143,49600.29131428571,49689.265365079365
38,55377,55696.60396125541,55756.18089220779,55518.60794812406
5,7488,7766.2974907647895,7865.680401892552,7835.081418109675
19,42457,47053.750133333335,45858.44553492064,44685.877349711394
30,2476,2480.1745,2473.168777777778,2497.930523809524
27,43910,44612.13579047618,44199.4124579365,43906.405317027435
10,54896,55843.49410793652,55636.70349682541,55346.41878181817
1,14150,15240.099023015866,15537.730973737374,17305.769425324677
37,5118,4755.765396031746,4778.726523520922,4649.408289559464
3,12747,15319.264140853593,14818.466044227995,17748.639306371424
11,49553,49701.59856507935,49792.93006464648,49704.484040476185
25,6082,6443.05337720058,6422.770952908204,6432.053952852701
27,14348,13783.089543650796,13554.296934920627,13780.446887351542
26,54608,54403.94238095238,54287.45950952381,54608.34991904762
46,3185,3223.0957253968245,3190.3863706349207,3404.390188167387
29,69168,68552.70919199134,68404.48929047618,69404.60216666666
7,12138,12048.24277886003,12090.13353192919,11531.74146522367
18,6458,6742.451564285717,6732.686587068488,6544.730111904762
45,67473,54543.4269922078,55014.186402164516,56001.46675873015
9,56588,57983.34219653679,57864.03222698413,60250.44491507935
21,2201,2210.6246944444447,2207.1606476190477,2212.0898555555555
24,5648,6062.554053174606,6185.156688522584,6260.557019264068
9,5939,7292.854479592628,8167.014440620494,8061.994187734494
2,17053,14350.513768253968,15397.24809018759,14439.435583116872
19,49613,50910.91707777778,50539.64016666667,49909.20616443001
15,8582,6401.701862698412,7018.9065650793655,7797.909413059164
33,9501,9493.29042965368,9506.614763564214,9811.574384848484
8,5178,8527.6901965368,9347.923455699858,8232.158245382392
38,4999,4647.150680525029,4650.3267910866925,4582.73430815296
9,12747,11269.455757531348,11471.64934148629,11648.58030873016
21,2994,3162.685053463204,3142.880095743144,3340.412224747477
27,4500,4495.9267,4500.408485714285,4479.519454761906
16,36712,36774.27843333334,36830.57266666666,37743.79872857143
7,10593,10604.023214574301,10757.173451903656,10633.032142612943
12,49613,49666.32524761905,49824.87463809524,49799.89366904762
49,57992,59472.200165873044,58866.723765478986,63362.44482142855
16,65832,64521.22346666668,63900.41392979797,64049.974820634925
22,54684,54620.7438,54612.950699999994,54593.2678547619
28,5843,5739.110514835169,5831.996152380956,5917.278932539681
10,13830,13645.637799206348,13921.003177777775,14236.915823088028
2,13182,14693.871167099564,14934.569594660905,14427.774774386713
29,4501,4499.80419047619,4500.061407936508,4505.454145238095
16,7116,7965.901736507942,7299.011980663787,8789.379558369406
24,4910,4951.136704689756,5011.542627178378,4936.6115172161135
43,1998,2027.2626380952381,2076.1307253968257,2106.1687833333335
16,5042,5779.942345238093,6047.8491815850775,5731.959137878792
35,4054,4602.826665800865,4495.8106976190475,4239.664830158729
31,4496,4498.581666666667,4511.705423809523,4499.733416666667
43,4363,5351.512355266954,5261.364454012653,5373.794450216448
8,62617,63230.3545751082,62817.42521139973,62260.90468823955
4,8857,9422.313342857145,8713.296963997116,8880.054546103895
48,42521,43618.62604444445,43729.48461666667,43238.248586507936
34,37417,38404.13308391056,38125.56409920636,38377.21356810967
5,52287,62987.353946031726,65209.09741031748,65123.316876984165
9,8580,8160.671201370854,8281.825960389608,8055.452383116882
30,4272,4277.522088888889,4285.154533333333,4277.37670079365
19,60508,60390.9745,60154.19872857143,60318.05616746033
20,3000,3001.331864285714,3011.9158518759023,3052.9610101731596
29,12546,11656.109652380952,10913.601226190482,11874.876970634914
34,3595,3476.0933387057376,3481.9221157287147,3616.0668373015865
21,54777,54136.91631623931,54105.955131746014,54602.3014626984
5,12033,6279.846279365081,6456.451984559884,8970.164273015873
44,9353,8954.57077142857,9003.524087301588,8751.972234126983
27,4656,5049.2344794372275,4927.817526334774,4710.824441197691
31,4067,3901.34528809524,3907.909926190478,3968.7385939393926
11,69885,61600.40566587303,61557.681630158724,64098.51855360754
21,53152,53743.67861587303,53773.256411904775,53980.42722777778
42,4498,4492.577990476191,4497.919633333334,4482.192365873016
11,10143,10166.378387662335,9850.53403297258,10576.738691558443
7,47408,45023.454325324674,44665.376397402615,45079.251239682526
2,54306,53164.374287229424,55029.89339155843,54327.851410750365
31,7999,7919.244441125536,7805.343209812408,7783.418924064823
26,62729,52598.424111111104,53369.89676031746,54426.01736031746
32,4436,4650.951261632811,4667.841827561327,4693.134837301589
28,27976,32520.995391452983,32608.408769230766,36229.98955728714
27,60260,59279.32748708513,58889.05240079364,59816.11841587301
23,61873,65847.97255028861,65057.86589206348,67782.60510317452
36,4568,3690.1642031746023,3865.9692113275614,3842.4044785714286
28,5960,7059.125273593076,6917.089341486293,6678.958340331891
18,2124,2134.022380952381,2134.67196031746,2160.321546536796
41,6633,6726.967364102562,6712.383167460316,6777.10196414142
23,5949,5961.271680952382,5938.314104761905,5964.198792857146
47,9017,9038.431617748918,9034.847065367965,9030.188855483402
13,32859,39072.867482456415,38097.610436829826,39236.57819920634
8,13339,13468.295141269838,13456.613269047626,13466.544949206344
36,4806,4680.306045093797,4623.824476190475,4581.549056709956
27,6786,7173.594690620485,7264.296745382393,7444.176118986569
37,67130,63578.02683571428,63333.48468060828,62263.24155353536
10,6343,6399.038216666664,6494.909864285717,6328.674301731599
27,53835,54820.45163253969,54880.76668333334,54211.598336507916
29,4016,4715.036571500722,4591.341486757689,4471.4525823953845
9,12408,12342.002813492061,12465.039537518036,12095.249859595953
26,7084,6936.9532225829735,6768.828545382395,7134.165376046176
5,44583,45460.58172380951,45667.88057539683,45773.77541724386
48,1443,1467.1339714285716,1459.0351349206355,1515.3319821123318
28,6132,6443.776106854257,6352.513275901878,6621.6728941225465
10,11488,11436.436965079365,11388.589820451773,11583.294999567095
18,4724,6097.069178499275,5981.80817251082,5898.330164285717
32,2410,3680.5465812409793,3474.769913231213,3320.6097696969714
46,9066,9000.826481746035,8885.81510714286,8808.103186691083
13,5954,8658.963536796538,9142.626042424243,9350.879040048843
9,3362,3807.235752813858,3589.7456873015885,3474.072865079366
44,7476,7408.4046416305955,7329.5803454545485,7479.859030375179
19,2836,3338.9773312409798,3408.889019119768,3200.3408014430006
29,62448,61175.73862301588,61211.716806349206,62336.533446825386
11,13054,12284.130702236645,12601.569887445887,12411.408076984126
38,41101,42093.25760634921,41760.03148730159,41100.59436103896
22,60978,63144.14521645022,62825.09252914862,64696.33682460316
26,60260,59626.3075047619,59559.457447619054,60204.64841825396
39,28510,28505.429352380954,28411.831809523806,28537.302359523816
26,2482,2830.091538095238,2814.9125803418806,3039.5336437950946
41,1998,2023.560780952381,2051.006732539683,2080.2310619047626
8,5103,5561.057651515148,6180.865246536792,5437.642682251082
23,10073,9437.987961832618,8758.785065079364,9313.235623015877
40,7081,7660.2158893939395,7484.040916666667,7318.628600360752
9,32923,33178.043157142856,33140.43549531025,33317.066881168845
47,3572,4015.4631047619046,3957.366005844154,3653.074725252525
9,58125,58310.69371291484,57704.56316724387,59294.17212533577
35,6776,7363.619228787883,7300.769914069267,6882.816627994223
45,82553,72177.84889141413,72183.9081767677,79040.82249213563
1,17348,18595.384471356425,17848.455017388158,18602.252719841268
37,3755,4229.974209451657,4244.490056204904,4327.36789177489
30,56588,57343.31997142859,57144.10646580088,57431.731898196245
44,3014,3020.3600584415585,3029.9959476190475,3056.4517071428572
41,3451,1966.83602936508,2060.739400144301,1643.5940079365082
35,4231,4007.5002198412712,4094.4893031746014,4143.1547960317475
33,3153,3494.3580208180715,3416.718590764792,3205.6572613275634
20,4330,3505.950519336218,3529.34772914863,3576.526978199577
9,22788,19388.02632712842,18883.961398917745,18623.877959956717
38,30808,28256.300189105335,28138.85147142858,29750.938261538446
24,52392,53050.17955555556,52879.657300000006,52392.08602215006
6,16140,14670.2991511544,14043.131078787883,15054.454378571434
23,56588,58188.195833477635,58541.32296046176,59772.84075909088
19,4506,4520.404864502167,4472.078728787879,4513.913382539684
43,4317,3916.6149214285706,3985.9592468253963,3983.7834774891776
11,7959,8712.28008174603,8796.384919230764,8351.1242004329
36,5441,5447.889,5466.029133333333,5459.7527698412705
16,4678,5691.018143650792,6181.965605627706,6373.047983089136
5,9201,11768.987120490621,11411.627611183263,11147.835361183254
7,15709,10597.345238095235,10686.318505555551,10873.048040764794
4,13054,13938.656136868678,13910.910067460316,13899.329399422808
10,11931,11781.772070634921,11907.112156449108,11997.230114285714
40,2436,2442.8499120879123,2463.120654090354,2494.4126521645026
26,5955,5784.321503823952,5713.451409163059,5752.816115945164
25,3860,3890.4228238095243,3938.43225873016,3941.0543720779224
