duration,days_left,price,predict_1,predict_2,final_predictions
5.83,31,4671,4654.19,4634.0,4629.19
8.67,46,5610,5851.6,5838.89,5984.86
7.5,21,10087,10583.99,10646.26,11730.33
23.17,25,55983,55983.0,54883.99,55863.34
13.75,32,2409,2955.82,2476.63,2566.98
8.25,32,54608,54608.0,54608.0,54608.0
19.0,24,52063,52063.0,52063.0,52063.0
18.67,23,4394,4133.66,4085.88,4257.56
9.58,39,4426,4761.93,4673.08,4652.7
10.17,14,41314,41314.0,41314.0,41390.84
13.42,44,45257,45257.0,45253.41,45257.0
25.08,16,64285,66010.92,67502.88,68490.77
14.42,43,7227,6932.25,7003.05,6881.98
2.08,48,3824,6549.46,3992.42,5008.13
26.08,26,63163,59494.95,58289.93,61480.2975
15.25,40,53164,53164.0,53164.0,53164.0
25.33,23,7971,7781.96,7544.13,7620.36
19.0,7,12054,13259.46,13080.3,13223.52
23.17,44,61583,61583.0,61583.0,64656.96
24.33,24,7971,7643.54,7475.7,7413.46
2.08,26,2900,3115.0,3069.74,3150.64
16.17,14,14364,15385.07,16575.94,15021.93
13.08,29,4413,6468.4375,6264.1725,6158.63
14.0,38,5800,5748.789333333332,5714.831666666666,5488.45
22.67,46,39499,39499.0,39499.0,39499.0
11.75,29,7110,6169.48,5902.08,6449.61
8.83,32,1105,1112.25,1174.07,1387.76
17.58,24,4348,4517.95,4549.27,4467.56
16.33,33,65405,59787.29,59423.18,60723.42
11.5,25,3282,3282.0,3284.92,3282.0
14.17,37,7576,7589.3,7581.24,7582.84
23.42,10,14014,16933.82,16177.72,16954.62
24.92,46,4417,4412.11,4429.68,4445.89
18.67,49,6311,6321.84,6343.4,6303.12
12.58,21,39321,39321.0,39321.0,39321.0
7.42,35,55983,62302.71,62563.81,61994.08
10.92,22,4371,4111.0,4111.0,4111.0
15.42,45,10802,7630.42,7596.01,7497.78
1.33,24,1714,1732.97,1764.55,1713.8
13.92,16,5168,6220.39,5128.74,5388.11
13.17,11,51345,51498.78,51345.0,51345.0
7.58,48,1890,1890.0,1890.0,1932.64
10.25,46,2250,2250.0,2250.0,2249.53
7.0,20,5750,5760.3,5713.9,5906.09
8.83,15,7487,7594.55,7672.55,7427.28
8.33,34,60396,60396.0,60452.67,60396.0
6.33,20,53512,53512.0,53512.0,53608.98
5.0,13,45097,45140.68,45097.0,45555.56
11.17,33,57992,57992.0,57992.0,57992.0
11.0,40,2361,2372.32,2341.85,2366.74
17.83,38,52175,52442.35,52275.8,52306.5
2.75,16,40360,35299.0,35821.51,33318.05
27.17,8,15615,15269.55,15224.4,15538.816666666668
16.5,42,35532,35532.0,35532.0,35531.58
10.17,21,5654,5761.64,5903.26,5769.54
21.25,8,53071,52741.05,52693.55,53182.61
15.5,38,69244,69467.11,69690.22,69788.49
6.25,28,49896,49896.0,49896.0,49896.0
4.17,11,4202,4513.43,4472.12,4333.34
6.67,43,1966,1261.63,1357.58,1488.37
16.08,37,9668,9109.860499999999,9197.450499999999,7158.13
12.08,35,4896,4896.0,4896.0,4896.0
26.67,20,6147,6073.24,6037.54,6178.56
8.83,4,11823,13594.8,13014.63,13391.208333333336
9.25,2,63218,63229.89,63195.6,63634.21
15.92,48,5960,5960.0,5960.0,5959.89
2.17,14,6375,6179.34,6187.79,6074.92
1.25,48,1788,1793.99,1790.56,1787.64
17.25,47,53164,53206.41,52243.85,52243.96
1.75,20,1830,1831.2,1926.64,2109.57
5.17,40,67645,57867.4,57565.0,57400.04
12.17,30,3622,3094.77,3010.02,2969.95
7.75,21,54115,56818.68,57375.32,55815.01
2.17,41,3108,3014.4,3025.38,3134.53
15.25,23,10799,8840.63,8723.11,8766.4
8.67,16,52522,52522.0,52522.0,52530.67
16.08,12,53645,66063.56,63509.34,65196.98
15.0,18,6711,6604.88,6662.4,6602.95
28.83,18,8501,8422.24,8428.35,8518.16
6.58,14,39377,39415.75,39415.75,39775.81
23.25,6,60508,64548.06,65744.23,66722.02
14.25,25,6578,6578.0,6578.0,6584.01
7.08,23,4394,4394.0,4445.28,4419.49
2.17,38,2339,2348.45,2341.6,2339.0
16.5,14,51875,52790.35,52725.61,53107.34
6.0,29,6132,6182.31,6003.81,6096.87
10.17,9,12611,14263.5,12989.22,13101.54
2.17,32,2456,2607.05,2579.75,2583.13
14.75,21,61873,70279.72,69499.08,72228.61
15.08,45,4387,4404.76,4439.61,4406.3
12.08,45,4387,4384.31,4440.55,4469.73
9.17,42,2723,2730.44,2767.64,2739.98
9.17,21,51117,51056.84,51023.62,50792.59
5.0,8,57417,48525.32,46957.32,46387.48
20.92,14,60508,64321.37,64681.79,65052.74
11.33,47,5435,5953.37,5576.57,5657.51
2.67,28,4502,4508.3,4514.6,4508.74
20.25,17,51707,51707.0,51707.0,51707.0
13.17,37,3014,3067.82,3099.91,3163.76
25.75,11,80080,66318.39,65173.92,63818.41
26.58,2,14524,15669.8,16076.84,15186.93
10.75,2,71632,71927.28,70161.68,74297.31
12.17,29,42457,42457.0,42457.0,42457.0
12.25,12,44144,44144.0,44144.0,44144.0
26.08,24,6015,6326.5,6473.21,6573.62
18.5,5,49725,49746.12,49964.47,49729.89
1.58,43,17604,17604.0,17604.0,17604.0
10.75,46,3318,3343.48,3358.78,3536.94
4.92,28,54777,54777.0,54777.0,54777.0
12.42,34,69938,62142.8,61605.2,61731.2
13.92,2,11129,12771.17,12688.69,12033.22
14.17,34,4792,4792.0,4792.0,4792.0
5.25,48,1830,2390.16,2426.04,2331.35
1.5,19,17604,17604.0,17604.0,17604.0
11.08,2,15521,13837.1,13892.28,12197.85
6.17,19,4796,6041.51,5724.89,6255.58
7.83,25,5136,5113.42,5109.38,5327.81
16.67,24,51595,51595.0,51595.0,51595.0
21.67,48,5949,5949.0,5951.1,5949.11
23.42,5,51697,54634.98,54008.82,54239.01
8.58,21,4028,4028.0,4028.0,4028.0
5.67,23,4020,4096.6,4092.0,4006.31
1.5,43,3096,3123.79,3096.0,3094.05
12.5,38,4961,4696.88,4757.75,4696.38
9.33,34,45693,45693.0,45693.0,45693.0
12.42,47,5294,5738.27,5794.92,5740.29
30.58,31,8115,7631.86,7646.64,7384.09
26.42,10,51595,51595.0,51625.13,51596.12
12.33,6,13308,13722.4,14542.475,13414.62
14.42,28,60555,65406.84,65723.8,64642.29
11.42,15,49613,49825.68,49613.0,49613.0
21.83,31,5937,6104.86,6090.04,5989.79
5.08,26,6122,6161.4,6138.68,6242.67
10.83,11,4452,4452.0,4452.0,4452.01
12.25,6,21285,19548.23,19102.52,22339.09
11.5,32,53743,55490.2,55890.04,55136.4
12.0,21,6294,6295.2,6294.3,6280.97
1.58,28,2150,2150.0,2150.0,2150.0
15.08,31,50297,50297.0,50297.0,50297.0
15.42,31,5660,6071.25,6084.6,5996.22
15.17,21,55983,55983.0,55983.0,58340.27
2.42,38,2464,3348.7,3513.29,3734.83
12.08,32,56590,56590.0,56590.0,56590.0
13.5,12,15719,13676.28,13750.16,13603.313333333332
2.0,3,5881,7374.8,7584.34,8856.28
2.17,30,4011,3220.41,3299.9,3094.31
13.75,26,4348,4348.59,4342.06,4399.39
6.33,32,2124,4022.13,4051.12,3814.79
22.0,31,5037,5033.0,5021.0,5036.63
11.75,26,4048,4058.52,4040.98,4052.79
12.67,14,53164,54004.69,54084.43,53218.93
8.25,12,9879,10260.54,10271.66,10371.65
10.25,14,5102,5179.45,5864.08,5439.51
16.08,12,10643,10424.14,10503.2,10555.19
8.92,49,6389,6199.95,6370.47,6492.25
20.42,6,56702,59642.34,61597.35,59294.99
7.0,21,41281,44963.0,45817.75,44640.17
14.33,18,5037,4928.09,5468.84,5298.62
7.75,16,3466,3588.46,3652.44,3675.73
2.83,31,2343,2436.32,2426.34,2472.12
2.33,17,3428,3579.57,3364.26,3815.19
20.58,8,14988,14165.51,14194.9,14920.51
14.83,45,4068,4898.67,4840.14,4846.08
17.58,24,50271,50271.0,50271.0,50271.0
15.42,42,67004,72988.73,73078.53,73157.71
13.75,17,5743,4924.52,5301.71,5200.97
6.92,29,5127,5610.87,5480.65,5467.23
9.67,15,5499,6669.31,6608.42,6317.91
5.75,28,62448,62522.37,62448.0,62751.02
6.67,3,70747,72575.64,70519.1,70606.92
10.42,47,2051,3140.29,3215.61,3210.32
7.75,43,4961,4961.0,4961.0,4948.2
12.67,6,11856,11669.74,11471.92,11480.69
12.0,45,5037,4620.75,4599.21,4583.65
1.25,30,1776,1774.27,1774.27,1777.37
18.33,41,3754,3753.31,3764.66,3751.57
14.92,26,4357,4357.0,4357.0,4357.48
7.75,8,10217,10769.88,11057.29,10806.61
12.75,32,5093,5088.26,5093.05,5069.33
8.0,24,2336,2366.19,2386.38,2454.66
10.83,32,5523,5565.79,5571.98,5507.48
13.5,23,7381,7270.5,7323.25,7364.99
1.25,30,2301,2320.01,2314.23,2309.19
6.83,24,3609,3562.55,3302.11,3173.1
18.33,12,55087,55216.9,55314.7,54919.77
12.17,41,5568,5568.0,5567.17,5571.93
12.92,41,69168,69168.0,69168.0,69147.12
13.0,20,6045,5453.89,5210.1,5462.94
6.25,5,49896,50028.99,50286.42,49883.18
13.92,27,52380,45805.0,46002.25,45802.76
9.75,21,3467,2945.21,2913.22,2998.27
24.42,43,6668,6393.99,6244.63,6779.54
12.33,28,6219,5914.24,5977.62,5930.42
21.08,28,8614,6609.323333333333,6266.72,6896.0
12.25,41,60396,60396.0,60396.0,60396.0
13.58,10,62591,65393.03,68070.72,66609.69
6.58,34,7757,6813.0,6783.6,7391.5
23.75,4,14388,14745.27,15173.67,18082.79
27.0,4,70109,65693.66,69357.96,68363.32
2.25,35,2476,2478.91,2482.72,2474.48
2.58,30,3999,4110.86,4174.44,4148.66
5.0,43,3389,3426.74,3640.35,3539.53
6.42,9,8930,7384.29,7028.01,6738.69
6.5,10,53743,53743.0,53743.0,53768.67
25.5,2,64397,63132.84666666666,62952.68666666666,63401.68
16.25,36,57453,57557.16,57453.0,57453.0
2.83,5,7353,8018.34,7739.42,7545.91
16.08,9,50297,50963.3,52134.12,52619.86
5.0,38,18403,5162.21,5087.41,8121.2
18.17,43,5823,5823.0,5823.0,5823.0
23.92,34,41113,41113.0,41113.0,41113.0
19.17,42,6578,6578.4,6579.0,6582.82
25.0,42,5601,5479.05,5456.59,5616.17
8.92,39,49896,49896.0,49896.0,49995.09
10.67,6,11589,10429.09,10500.23,10754.55
13.83,45,7709,6995.785000000001,6418.6066666666675,7239.67
8.58,7,7877,9740.56,10738.28,11368.03
10.5,31,2723,2832.62,2944.5,2806.99
16.17,26,36660,36660.0,36660.0,37130.61
6.42,39,3967,3319.44,3474.37,3102.44
8.5,14,15794,15229.06,15675.87,15532.38
13.83,18,6120,5738.31,5647.49,5668.65
14.92,35,6389,6389.0,6389.0,6386.63
25.58,41,6820,6478.2,6853.9,6415.59
12.42,29,7484,7303.23,7440.18,7450.39
17.33,27,41269,41269.0,41269.0,41269.0
26.92,22,6786,6766.25,6725.72,6606.84
7.75,35,3346,3547.75,3586.78,3583.11
8.08,1,14074,18047.99,16836.35,17666.04
2.75,25,4491,4523.04,4501.18,4496.41
22.42,6,12474,12188.544,11869.975,11665.2
11.67,16,4019,5169.51,5683.79,4687.89
7.17,17,60260,65519.96,65519.96,65721.48
10.08,9,19533,17153.65,16576.53,17704.89
8.42,18,6585,5754.39,6497.77,5732.6
11.42,25,5322,5315.5,5322.0,5319.53
14.42,2,56069,55080.49,54654.02,55508.75
24.0,14,11675,11750.78,11811.52,11823.73
15.0,23,61583,61760.41,61583.0,61793.81
2.92,30,4498,4501.2,4498.0,4498.0
9.92,43,38099,38099.0,38099.0,38099.0
11.67,9,11843,12915.68,12917.58,12498.64
25.17,19,49725,49725.0,49872.74,49726.59
5.17,29,7089,6405.38,6307.4,6393.89
6.67,45,6109,6163.45,6127.15,6124.78
29.17,8,48948,48952.27,48948.0,48983.71
17.42,24,3916,4029.0,4162.01,3976.17
28.58,17,9471,9062.31,9272.85,9395.07
5.33,28,4484,4640.72,4710.07,4585.98
6.67,22,10489,5379.67,5247.91,5803.36
7.67,4,35554,36556.0,36843.87,37303.12
13.25,37,51817,51817.0,51817.0,51817.0
14.17,46,60365,60342.6,60354.92,60539.84
19.0,21,51697,51697.0,51697.0,51697.0
6.67,6,44478,44740.53,44597.47,44413.31
12.5,12,54777,58324.6,57480.68,57187.15
5.42,47,4439,4444.41,4496.99,4471.41
11.33,22,4549,4677.37,4648.39,4541.53
24.0,13,7352,7250.37,7379.69,7462.2
14.58,17,87060,71844.09,72130.19,68409.22
14.83,48,7106,7088.37,7073.3,7218.339166666668
14.5,25,4165,4165.0,4165.0,4164.79
21.83,14,64173,64165.16,64332.04,64344.44
9.5,34,55502,55502.0,55502.0,55491.81
1.92,23,3572,5539.84,5810.39,4985.46
4.75,16,13373,13775.8,10092.18,10701.86
26.17,32,48213,48213.0,48213.0,48213.0
24.33,11,10470,11400.093833333336,11393.351666666667,11461.06
6.5,14,6132,6130.1,6098.4,6106.14
14.58,10,10155,10358.72,10237.83,10484.2
19.5,31,6172,6154.68,6172.0,6172.0
9.83,31,3475,3486.06,3475.0,3456.57
7.33,5,14889,15202.39,15101.28,14921.03
7.0,8,45012,46185.94,46798.14,45842.86
16.33,9,5177,11866.41,11385.77,11614.0
22.58,48,6200,6191.66,6207.98,6264.56
10.0,3,16624,17695.06,17156.13,16612.18
13.17,25,6200,6605.05,6666.9,6512.08
2.17,5,6900,6857.01,6605.67,6382.24
10.67,28,2836,2829.24,2826.0,2861.57
11.5,33,5815,5140.36,4983.56,5047.42
9.42,40,5550,5565.98,5571.96,5555.4
11.25,42,52287,52287.0,52287.0,52287.0
15.67,9,13103,13143.78,13099.64,13535.915
27.17,22,6128,6047.6,6109.57,6134.63
5.0,30,5361,5347.51,5829.76,5719.99
26.42,42,43711,43711.0,43711.0,43711.0
7.0,41,41314,41314.0,41314.0,41314.0
1.67,19,2132,2136.58,2156.06,2190.05
26.25,45,5441,5441.0,5441.0,5433.5
5.0,38,4276,5201.91,4785.89,5262.47
9.67,44,3379,3379.0,3379.0,3384.69
2.17,15,22152,24537.36,24616.64,23695.97
2.08,36,3000,3002.42,3005.73,2996.46
8.92,13,5954,9723.59,9179.3,10240.07
10.83,8,12078,13197.78,12816.8,12998.59
24.75,5,31462,38420.38,38550.04,41077.62
16.92,17,61049,61022.45,61203.32,60802.63
11.5,39,3379,3479.13,3578.21,3422.15
9.0,19,4417,4670.09,4638.3,4505.17
9.83,34,8816,8816.0,8816.0,8857.81
16.08,23,60978,66500.71,64481.64,65203.98
9.75,49,4496,4488.61,4492.56,4511.31
2.25,47,2966,2966.0,2966.0,2958.12
2.08,45,3633,3241.92,3189.9,3232.18
13.83,13,5953,6109.9,6180.02,5551.46
29.0,18,7384,11523.51,11745.85,16034.2
2.75,26,4756,4744.31,4755.59,4741.32
11.67,35,53164,53164.0,53164.0,53164.0
11.92,34,37985,37985.0,37985.0,37985.0
27.58,13,47441,56596.41,57167.07,56349.5
21.83,8,36577,37057.48,36902.72,40190.92
8.83,43,13883,13791.51,13845.9,15147.83
1.17,29,1543,1567.06,1538.62,1543.0
11.5,34,9479,7809.18,7798.85,8215.87
14.67,12,4262,4262.0,4358.62,4252.16
10.58,11,9840,9854.7,9854.7,9888.46
26.17,7,67769,71540.04,67413.36,69654.01
2.17,38,2339,2535.68,2392.1,2483.23
14.08,2,17833,18199.17,18452.08,17959.82
14.58,11,11545,11434.76,11248.03,11664.58
5.17,31,4111,4111.0,4111.0,4117.98
11.17,21,1890,1890.0,1890.0,1899.06
18.08,48,68830,55618.91,57420.54,54237.98
7.83,44,60555,60555.0,60510.2,60485.38
13.0,2,20509,18146.45,17339.64,17870.51
6.42,22,4028,4028.0,4028.0,4028.0
5.42,22,5632,5748.08,5772.07,5847.23
15.0,42,2409,2412.28,2441.13,2402.75
2.42,17,4856,4966.59,4792.19,5016.05
8.83,49,5817,5845.06,5819.91,5796.82
6.58,49,66063,65939.8,65753.46,65737.65
15.08,29,5219,5244.31,5225.52,5226.01
8.25,13,5750,6352.77,6476.53,6278.51
30.67,31,7668,7284.6,6961.92,7571.43
11.25,16,5441,5482.49,5496.36,5467.98
13.25,38,2056,2550.33,2967.83,2641.87
9.75,13,60555,60686.5,60620.75,60664.35
15.75,48,5420,5387.43,5439.08,5469.35
6.58,23,45805,45805.0,45805.0,45805.0
2.75,17,4721,4696.83,4640.21,4636.53
14.42,12,15822,15666.93,15621.96,15591.21
9.17,10,55983,56672.47,56285.4,55290.38
10.5,6,13734,11703.62,11074.57,11937.33
18.0,20,60260,60260.0,60260.0,60260.0
1.83,30,20684,20684.0,20684.0,20684.0
17.5,22,5772,5772.0,5772.0,5772.0
9.33,14,80626,80626.0,80626.0,80626.0
19.0,15,65529,68668.36,68594.32,67687.99
5.58,15,56588,56588.0,56770.34,56588.0
15.58,14,60232,60192.67,60591.38,59969.67
26.5,42,42777,42694.09,42743.72,42762.1
22.17,43,4229,4298.18,4308.56,4274.24
16.25,38,5234,5600.85,5620.45,5554.04
8.25,38,6922,6454.77,6119.8,6568.89
17.33,40,4417,4546.0,4486.79,4429.27
6.25,12,8118,8164.78,8128.61,8163.71
8.5,49,6502,6497.53,6477.18,6442.06
7.58,32,2359,2509.1,2508.6,2449.83
6.67,20,7594,7378.84,7113.02,7651.9
26.25,26,38099,38099.0,38099.0,38099.0
1.67,22,2124,2124.0,2124.0,2124.08
15.75,12,9178,9184.3,9187.45,9164.58
21.08,9,35490,35461.56,35775.47,35743.57
15.58,41,55983,55983.0,55983.0,56480.28
2.17,17,2410,2453.29,2510.47,2456.24
11.17,2,5174,6778.29,6655.14,6696.81
8.58,4,5939,11411.42,10224.82,10667.94
9.67,44,4007,4319.5,4944.97,4793.9
8.25,20,10006,9843.01,9757.27,9570.456666666667
23.58,13,10747,10776.12,10980.01,10568.06
16.0,29,55377,55377.0,55377.0,55374.1
7.42,2,13043,15142.84,14768.65,17460.36
5.5,34,55502,55552.99,55562.95,55661.57
23.83,33,6009,6008.01,6009.0,5993.98
7.17,27,7576,7622.15,7661.54,7627.15
25.92,19,6711,6794.06,6364.76,6385.76
9.0,31,6892,6625.39,6679.08,6418.35
11.08,34,67769,68225.96,67962.76,67905.85
12.67,5,14154,14244.14,14258.68,14137.07
14.92,36,5606,5686.58,5606.0,5856.06
27.17,3,11836,9737.5,8754.8,8409.65
10.17,27,56476,56476.0,56476.0,56476.0
12.33,22,4257,4253.05,4249.1,4379.6
13.25,15,5291,5585.49,4759.34,4720.92
7.58,39,5632,5938.83,6079.12,5619.03
12.0,17,5960,6397.95,6272.95,6440.95
7.83,34,4111,4111.0,4111.0,4111.0
11.83,24,8803,8799.52,8669.38,8931.62
12.58,4,62188,65486.57,65034.15,67154.76
26.17,44,9849,8745.13,9330.14,9106.96
1.75,11,5103,5935.05,6089.64,5710.94
24.33,5,54115,57170.51,58067.13,56386.86
15.17,46,4660,4503.42,4506.19,4497.75
4.33,9,6443,11057.91,10634.96,10591.94
16.0,20,7410,7342.12,7318.87,7404.96
13.0,47,6256,6225.28,6235.31,6209.57
2.83,45,3191,4596.55,4970.15,4812.52
13.67,28,51345,52924.66,53643.24,51633.73
15.92,32,51707,51707.0,51707.0,51707.0
17.92,19,6578,6527.54,6515.42,6507.46
1.58,39,3646,3646.0,3646.0,3646.0
10.5,17,11167,10769.81,10375.150000000001,10863.53
2.5,26,4499,4499.0,4504.18,4522.64
13.83,48,45805,45884.52,46043.56,46716.74
10.5,20,6458,6448.76,6419.59,6480.14
16.58,19,4417,5205.73,4981.79,5314.85
19.92,12,11675,11841.19,12018.03,11622.88
1.83,32,2074,2074.0,2074.0,2074.0
10.25,31,4433,3924.36,3876.56,3769.81
25.92,29,5390,5427.6,5255.06,5534.59
20.33,18,4173,4437.4,4262.93,4301.48
23.17,48,42521,42521.0,42521.0,42521.0
7.58,44,6296,6296.0,6296.0,6296.0
15.75,29,60508,60844.0,61919.2,61697.71
6.67,31,4007,3899.46,4066.72,3928.92
15.75,40,3720,3760.32,3804.62,3837.08
7.58,11,7958,7978.56,7941.53,7992.44
5.67,44,4020,4037.67,4015.48,4037.92
3.83,20,3105,3071.62,3083.0,3082.82
15.25,36,4934,5382.32,5413.58,5487.03
7.08,29,9000,5948.38,5823.41,6285.69
8.0,35,7900,6748.5,6729.66,6630.27
10.75,23,61873,61873.0,61873.0,61861.14
13.67,34,6093,6055.42,6061.02,6016.93
6.42,38,4827,4827.0,4827.0,4827.0
11.25,8,11854,12448.43,12562.97,12435.186666666665
13.75,34,3705,3713.84,3837.6,3730.55
18.33,20,5625,6326.82,6780.65,6181.99
14.58,19,5523,5855.925,5825.47,5738.58
17.0,30,5171,4706.75,4664.27,4633.11
21.08,37,64890,59660.78,58799.89,58420.31
10.83,25,63979,76114.62,75988.96,71099.08333333334
22.5,49,60396,60396.0,59720.36,59675.26
17.92,31,6512,6055.83,6050.65,5881.55
21.92,47,4099,4269.6,4282.7,4201.76
7.25,3,11231,9664.82,10048.01,9269.44
12.0,33,7433,7456.56,7429.04,7483.19
9.58,31,6048,6014.43,6001.69,6011.07
16.0,43,45883,45883.0,45883.0,45836.98
10.75,6,43811,41626.09,41785.11,39137.11
11.5,24,4977,4640.88,4755.78,4558.81
2.08,35,3611,2820.77,2751.94,2880.58
12.25,43,2336,2393.27,2439.88,2358.6
12.25,13,55502,55502.0,55502.0,55589.36
12.42,40,5761,5783.05,5770.45,5738.1
22.17,29,5805,5853.9,5772.2,5745.79
2.0,38,23838,23838.0,23838.0,23838.0
10.58,15,60489,55519.56,55291.08,55958.83
12.08,4,9277,9258.07,9277.0,9277.54
15.42,33,67809,59674.43,60690.28,61652.92
21.33,3,11205,12451.33,12516.97,11874.883333333333
16.33,35,41281,41280.88,41453.88,41406.99
8.0,20,4755,4802.65,4849.5,4717.66
13.92,16,41064,41064.0,41064.0,41064.0
5.75,25,4069,4180.08,4144.2,4039.84
23.75,26,6158,6162.2,6174.8,6208.75
2.25,11,5942,5942.0,5942.02,5942.44
8.58,22,49151,49151.0,49290.36,49168.65
11.92,18,60260,60467.88,60334.37,60261.36
22.33,4,11829,11779.73,11813.73,11677.14
7.08,15,1998,2500.72,3034.41,2502.36
2.25,42,2339,2339.0,2339.0,2339.0
8.42,5,12544,11799.98,11841.59,11471.77
25.42,47,7332,6647.93,6582.13,6619.85
5.58,40,2482,3402.05,3296.16,3211.43
5.08,46,4205,5634.25,4241.38,4078.46
3.75,3,25612,25471.8,25470.36,25752.97
14.17,30,6840,7309.99,7291.59,7121.24
11.5,22,69244,69597.7,70993.44,72750.72
15.42,7,35554,35681.67,35841.46,36009.97
8.42,6,12990,9120.341999999999,9066.834499999999,10591.315
14.42,10,60555,61893.06,60998.52,62687.91
7.0,45,6109,6109.0,6115.05,6109.49
24.92,29,67769,70075.08,70837.8,67833.94
25.42,34,5322,5545.07,5540.63,5649.426666666667
15.92,17,45257,46825.24,46394.27,45753.06
9.5,27,4262,4326.5,4505.51,4183.54
8.08,10,11520,11781.45,11826.6,11541.7
10.67,37,9371,9620.5,9620.5,9432.63
26.58,11,9840,10193.61,10193.57,10112.9
25.58,48,4426,4588.77,4456.34,4518.08
1.67,43,2074,2074.0,2074.0,2074.0
28.5,11,12007,12080.59,11967.33,11991.16
5.83,11,11346,11015.43,11220.15,11101.26
15.08,33,5219,5053.41,5028.02,4872.87
22.17,4,14008,13539.53,13803.99,13106.23
10.42,36,42521,42521.0,42521.0,42771.88
29.42,35,5007,4933.32,4877.04,5019.93
18.5,38,6382,6225.64,6172.0,6156.53
11.25,29,39321,39321.0,39321.0,39876.87
10.92,12,39321,39321.0,39400.41,39374.43
7.83,5,10849,11461.98,11473.42,11327.01
22.75,18,56588,57620.56,57471.82,56729.67
5.42,25,5941,5982.12,6016.99,6105.81
13.75,27,72268,67374.0,65777.72,65208.01
5.17,22,52570,54175.95,54031.8,53042.53
13.92,32,2050,2972.98,3124.49,3114.84
12.25,19,60396,60396.0,60396.0,60396.0
8.25,27,5485,5208.78,5144.22,5235.49
10.08,30,60508,61737.45,61606.05,61562.39
13.17,27,54896,55417.0,55268.62,55383.19
21.67,45,5441,5441.0,5441.0,5441.0
14.33,17,4977,5425.29,5901.18,5207.02
10.0,12,7423,7841.54,7685.68,7854.6
2.67,41,3393,3415.12,3416.7,3374.66
14.17,11,41113,41113.0,41113.0,41113.0
6.92,13,8239,5904.81,5935.37,5836.26
13.17,33,60160,60716.64,61114.24,60031.08
9.58,35,50271,50271.0,50271.0,50271.0
15.08,26,59021,59021.0,59021.0,59021.12
9.33,33,3361,4454.0,4249.33,4053.54
3.75,4,5987,14716.08,14116.38,11883.25
11.17,22,8130,8771.86,8958.49,9025.57
6.58,15,2480,3294.86,2994.52,3027.15
23.83,15,7262,7586.97,7487.72,7704.17
22.33,39,56476,56476.0,56476.0,56477.14
14.17,21,6840,7212.18,7300.34,7070.53
14.5,29,6461,6529.83,6516.02,6460.72
15.75,17,8206,7131.19,5835.89,5547.38
2.83,27,4499,4497.52,4532.2,4595.29
13.33,40,3988,3990.83,3984.22,3983.75
8.17,30,5178,4387.05,4414.2,4571.07
10.92,38,45805,45936.5,45936.5,47644.88
8.17,28,4796,5402.89,5256.54,5133.6
2.92,48,4499,4499.01,4499.02,4499.0
6.67,47,44540,44895.44,44664.08,44797.62
10.0,21,4740,4728.02,4740.0,4664.71
16.33,29,37985,37985.0,37985.0,37985.0
26.0,47,55983,55983.0,55983.0,55983.0
10.42,36,2361,2465.46,2962.65,2605.0
7.58,38,4593,4403.39,4431.31,4240.75
2.83,35,4499,4499.0,4499.0,4499.0
9.17,7,41269,45274.85,44233.25,45360.96
10.0,37,4028,4028.0,4028.0,4028.0
13.83,17,57017,56972.2,56882.6,57310.43
12.33,25,5120,5327.89,5347.52,5379.45
7.0,34,4418,8976.03,7611.46,8409.805
10.75,37,59917,64102.02,63596.57,61308.89
10.75,28,4912,4912.0,4957.7,4762.35
21.17,7,55983,55965.08,56345.88,56854.13
7.67,42,2412,2810.19,2707.7,2704.83
11.42,7,88105,68327.29,69614.08,68231.42
27.83,45,5985,5949.38,6142.245,5649.95
9.0,14,49613,49628.04,49613.0,49608.64
14.5,39,8950,8143.02,8050.71,8415.96
22.75,36,6262,6293.5,6322.99,6318.0
2.08,45,2960,2960.0,2960.0,3288.44
16.5,43,5685,5379.31,5629.49,5574.45
12.0,18,5772,5760.08,5775.56,5740.98
10.17,19,41314,41314.0,41314.0,41314.0
15.92,33,5888,5896.83,5902.53,5887.6
9.58,38,51875,52431.64,51875.0,54561.2
2.92,36,2637,2637.0,2635.62,2641.42
2.17,14,5042,5108.88,5243.72,5085.53
12.33,11,12033,11774.14,11962.21,11499.88
26.42,26,53164,53164.0,53164.0,53164.0
16.0,29,5954,5979.73,6008.57,5950.08
10.08,2,11900,14518.93,14670.99,13761.7
10.42,47,4436,4468.66,4482.2,4359.51
14.42,5,44280,45442.56,45492.96,44489.05
25.08,30,54608,55640.33,55719.74,55418.34
13.5,49,51707,61667.56,61014.6,55702.21
26.08,3,54863,61999.65,59532.86,59054.08
8.42,7,10018,10093.08,10133.71,10228.2
13.17,35,6620,6368.36,6245.04,6219.47
6.42,27,3423,3423.0,3423.96,3423.0
18.17,44,6821,6722.33,6737.93,6629.03
2.25,34,3191,3269.57,3281.86,3272.57
21.25,16,44144,44144.0,44144.0,44144.0
6.33,13,6554,6017.95,6110.65,6361.75
15.92,37,6275,8311.34,8685.41,7799.11
10.58,38,3726,3390.22,3357.73,3407.27
10.17,31,88160,72499.0,72499.0,75775.44333333333
7.75,35,6181,5811.46,5803.0,5715.02
8.08,36,3734,3943.38,4222.74,4121.59
7.25,17,4020,4477.82,4244.69,4125.53
8.33,36,5407,5542.54,5482.88,5472.53
17.92,16,4637,5389.14,4798.88,4812.76
