actual_price,model_1_pre,model_2_pre,weightage_pre
5092,4755.64,4830.64,4764.64
3236,3504.09,3360.46,3486.8544
51372,60675.46,62701.38,60918.5704
6395,6395.0,6395.0,6395.0
5101,6107.53,6557.56,6161.5336
12990,13554.56,13228.34,13515.4136
5007,4746.7,4747.08,4746.745599999999
60232,60232.0,60164.8,60223.936
5657,5664.05,5669.74,5664.732800000001
4498,4498.04,4499.05,4498.1612000000005
5606,5889.93,5950.13,5897.154
87917,82568.99,83120.88,82635.21680000001
1998,2016.44,2109.98,2027.6648
5656,5656.0,5656.0,5656.0
12747,12651.99,12725.15,12660.7692
54608,54608.0,54608.0,54608.0
2339,2419.31,2353.5,2411.4128
5102,4434.95,4488.52,4441.3784
3971,3978.1,3984.48,3978.8656
4612,4634.28,4655.4,4636.814399999999
4158,4441.04,4724.2,4475.019200000001
56588,57138.83,57629.18,57197.672000000006
5606,5589.92,5586.54,5589.5144
2410,2410.0,2410.0,2410.0
3191,2515.71,2487.25,2512.2947999999997
57181,57017.86,63337.69,57776.2396
5656,5668.72,5656.0,5667.1936000000005
63277,59426.67,59595.0,59446.8696
4648,4638.88,4658.63,4641.25
16653,16656.08,16330.45,16617.0044
1105,1453.21,1556.68,1465.6264
4287,4571.78,4560.6,4570.4384
4071,4078.56,4095.79,4080.6276
10680,10808.44,10935.29,10823.662
45776,45903.67,45908.57,45904.258
7488,7503.21,7503.02,7503.1872
5953,5958.35,6089.18,5974.0496
6133,6984.9,7278.78,7020.165599999999
53937,54652.68,54732.2,54662.2224
59021,59021.0,59021.0,59021.0
13054,13056.78,13086.92,13060.3968
5817,5825.7,5825.7,5825.7
55087,55087.0,55087.0,55087.0
9828,10559.96,10748.86,10582.627999999999
4656,5139.61,5065.82,5130.7552
5632,5867.14,5829.31,5862.6004
55502,55502.0,55502.0,55502.0
20559,17497.486666666668,16677.69,17399.11106666667
2049,2197.53,2216.48,2199.804
2074,2074.0,2074.0,2074.0
5744,5260.5,5170.81,5249.7372
5441,5441.0,5441.0,5441.0
9178,10871.86,10582.13,10837.092400000001
65033,61488.2,67302.62,62185.9304
64173,65197.8,65469.96,65230.459200000005
49613,49613.0,49613.0,49613.0
5838,5747.52,5736.87,5746.242
3621,3696.49,3705.0,3697.5112
69785,56064.04,56896.36,56163.918399999995
6634,6828.75,6818.8,6827.5560000000005
14096,9582.32,9522.66,9575.1608
60555,67906.05,66991.65,67796.322
4827,4827.0,4827.0,4827.0
4190,4280.01,4332.93,4286.3604000000005
66928,68139.62,68430.09,68174.4764
5178,5227.6,5284.57,5234.4364000000005
5163,6793.62,5364.1,6622.0776
5276,5485.29,5411.11,5476.3884
5336,5604.8,5560.24,5599.4528
9277,12120.8,11487.7,12044.828
5135,5204.7,5189.72,5202.902399999999
11205,12783.27,12874.93,12794.2692
4205,4205.0,4227.29,4207.6748
56590,56590.0,56590.0,56590.0
32923,32923.0,32923.0,32923.0
9405,9360.3,8338.53,9237.687600000001
4656,5279.48,5680.41,5327.5916
7176,7346.472,7338.1,7345.46736
5177,5251.11,5344.25,5262.2868
22152,22152.0,22152.0,22152.0
64285,65037.64,64682.6,64995.0352
17604,17604.0,17604.0,17604.0
5289,5305.75,5300.55,5305.126
10608,12078.12,12028.65,12072.1836
6242,6997.06,6891.54,6984.3976
2098,2697.18,2476.23,2670.666
11971,9701.52,9254.3,9647.8536
45097,50298.28,50540.76,50327.3776
53209,57331.45,57392.29,57338.7508
51707,52233.0,52298.75,52240.89
49207,49652.97,50156.32,49713.372
2480,2525.34,2498.47,2522.1156
6578,6443.39,6468.76,6446.4344
5954,6115.19,6201.51,6125.5484
36712,37314.96,37086.72,37287.5712
4499,4500.54,4499.0,4500.3552
73099,56098.52,57181.56,56228.4848
5806,6615.95,6385.04,6588.2408
41064,41064.0,41194.25,41079.63
44546,44546.0,44546.0,44546.0
7393,8123.26,7832.47,8088.3652
14497,14221.28,16050.92,14440.836800000001
2339,2460.12,2405.16,2453.5248
54684,54888.63,54809.22,54879.10079999999
4469,4367.73,4170.09,4344.013199999999
4229,4295.5,4226.79,4287.2548
73657,61157.8,61036.84,61143.2848
56588,56588.0,56588.0,56588.0
9866,10443.59,9998.45,10390.173200000001
5955,5976.57,5954.99,5973.9803999999995
2343,2396.88,2435.49,2401.5132000000003
5734,5592.11,5486.73,5579.464399999999
70691,57400.74,57340.6,57393.523199999996
4452,4452.0,4452.0,4452.0
1714,1714.0,1714.0,1714.0
10333,3370.04,3396.58,3373.2248
5007,5171.1,5169.41,5170.8972
10164,9490.82,9553.72,9498.367999999999
54608,55349.23,54608.0,55260.282400000004
10112,10550.89,10419.44,10535.116
10680,10680.0,10680.0,10680.0
57992,64014.24,63058.88,63899.5968
6588,6596.72,6576.6,6594.305600000001
6225,8449.4,8613.03,8469.0356
6475,5816.57,5924.26,5829.4928
35586,36844.32,36965.84,36858.9024
3610,3929.28,4729.42,4025.2968
5195,4997.75,4984.18,4996.1216
41281,41319.75,41281.0,41315.1
10753,13206.1,13786.27,13275.7204
5388,6528.52,6765.1,6556.9096
14658,16558.87,16374.45,16536.7396
49553,51565.7,51765.7,51589.7
4658,4658.0,4658.0,4658.0
9749,7620.96,7607.79,7619.3796
5923,5455.96,5493.55,5460.4708
77665,76722.48,78338.62,76916.41679999999
4416,4597.92,4561.24,4593.5184
7043,6503.75,6973.7,6560.144
54684,54684.0,54684.0,54684.0
57062,51684.22,52968.93,51838.385200000004
39847,39804.07,39804.07,39804.07
14414,8844.47,8817.87,8841.277999999998
4963,4970.55,5014.86,4975.8672
4387,4392.75,4384.85,4391.802
7471,7262.92,7288.63,7266.0052
41064,41064.0,41064.0,41064.0
4165,4165.0,4165.0,4165.0
8112,8112.0,8112.0,8112.0
62045,69235.4,70270.28,69359.58559999999
2050,2887.92,3405.41,2950.0188
4672,4666.54,4719.67,4672.9156
57529,52502.44,54044.68,52687.508799999996
4209,4212.15,4184.98,4208.8895999999995
4020,4348.1,4157.19,4325.1908
83224,76104.4,74982.61,75969.78519999998
4145,4174.26,4160.99,4172.6676
6488,6420.25,6470.12,6426.234399999999
6663,7046.97,7475.9,7098.4416
7487,7479.08,7594.39,7492.9172
45257,45257.0,45257.0,45257.0
11803,10878.25,11164.01,10912.5412
6661,6623.52,6632.15,6624.555600000001
7958,7917.2,7947.54,7920.8408
13023,12985.51,12896.46,12974.823999999999
3646,3646.0,3646.0,3646.0
4990,5306.45,5399.87,5317.6604
9277,9324.18,9322.8,9324.0144
5135,6286.95,6403.77,6300.9684
3389,3664.87,3648.45,3662.8995999999997
8885,8882.65,8715.01,8862.5332
60396,60396.0,60396.0,60396.0
57057,57342.6,57049.16,57307.3872
5953,6404.97,6580.78,6426.0671999999995
58212,50271.0,50271.0,50271.0
5954,5962.82,5983.45,5965.2955999999995
5206,5251.65,5225.16,5248.471199999999
3223,3340.85,3306.44,3336.7208
3999,4023.3,4059.6,4027.6560000000004
14690,10708.16,11198.0,10766.9408
15168,14658.72,15100.96,14711.7888
46097,46097.0,46097.0,46097.0
17621,9522.0,9631.77,9535.172400000001
5791,6773.75,6905.18,6789.5216
54684,54684.0,54684.0,54684.0
1890,1991.66,2154.07,2011.1492
40843,40843.0,40843.0,40843.0
9840,9891.45,9949.2,9898.380000000001
13699,8754.16,9345.68,8825.1424
4324,4018.01,4055.69,4022.5316000000003
6200,6255.93,6463.48,6280.836
7425,7443.9,7443.9,7443.9
53164,53164.0,53164.0,53164.0
4746,4749.46,4741.96,4748.56
3014,3030.1,3540.75,3091.3779999999997
5292,5531.25,5678.37,5548.9044
7412,7412.0,7412.0,7412.0
6488,6658.74,6869.22,6683.997600000001
62625,54695.2,54752.21,54702.0412
78316,73384.19,73519.83,73400.4668
3393,3386.64,3372.84,3384.984
49725,49725.0,49725.0,49725.0
12150,12159.45,12101.44,12152.488800000001
4007,4432.26,5073.54,4509.2136
3153,3123.03,3118.73,3122.514
11698,12139.21,12042.08,12127.554399999999
4028,4028.0,4028.0,4028.0
6015,6029.180833333334,6028.826666666666,6029.138333333334
63277,61827.95,60626.1,61683.727999999996
54684,54684.0,54684.0,54684.0
9318,9566.68,9629.49,9574.217200000001
4783,4750.27,4840.99,4761.1564
64831,73275.8,73208.6,73267.736
5954,5997.52,5967.23,5993.885200000001
7135,7144.57,7172.53,7147.9252
43305,43080.14,42517.99,43012.682
6339,6325.52,6245.01,6315.858800000001
7413,6640.83,6545.45,6629.3844
6292,6292.0,6292.0,6292.0
14040,13160.53,13358.57,13184.2948
7487,7361.13,7456.59,7372.5851999999995
4500,4500.0,4500.0,4500.0
39321,39479.82,39321.0,39460.7616
14014,12378.94,12537.41,12397.956400000001
6287,6296.45,6360.02,6304.0784
1830,1936.28,1858.86,1926.9896
85061,76072.62666666666,75747.82666666668,76033.65066666665
6374,7427.41,5822.04,7234.7656
7487,7477.01,7487.0,7478.208799999999
4071,3936.15,3981.99,3941.6508
5521,6056.84,6052.2,6056.2832
5746,2538.52,2814.61,2571.6508
22377,9749.29,7999.06,9539.2624
4469,4489.2,4412.96,4480.0512
6578,6592.48,6578.0,6590.742399999999
44144,44144.0,44144.0,44144.0
6132,6126.86,6127.88,6126.982399999999
5441,5507.05,5452.37,5500.4884
6158,6187.4,6162.2,6184.375999999999
4491,4491.0,4491.0,4491.0
4596,4900.78,4870.63,4897.161999999999
3988,3994.9,3991.82,3994.5304
57017,57473.96,56994.6,57416.436799999996
14364,14478.45,14457.996666666666,14475.9956
6698,6604.68,6468.99,6588.3972
5120,4961.43,4942.86,4959.2016
5208,9778.37,9106.96,9697.8008
5958,5958.0,6000.13,5963.0556
12389,12518.02,12510.11,12517.070800000001
47657,47705.65,47657.0,47699.812000000005
6461,6466.95,6472.9,6467.664
8794,8785.56,8784.61,8785.446
6461,6448.6,6456.6,6449.56
2410,2415.68,2410.0,2414.9983999999995
12389,12596.69,12805.72,12621.7736
2966,3132.28,3105.92,3129.1168000000002
60508,61825.57,64132.04,62102.3464
62045,64399.91,64663.92,64431.591199999995
5467,5452.42,5461.47,5453.506
12045,11985.51,12085.68,11997.5304
4843,4937.26,4599.64,4896.7456
48851,48851.0,48851.0,48851.0
5293,5553.34,5728.21,5574.3243999999995
10469,10416.96,10447.98,10420.682399999998
13874,13019.67,13076.21,13026.4548
5939,6730.89,6765.17,6735.0036
2464,2479.01,2577.82,2490.8672
6776,6696.26,6747.74,6702.4376
12918,14520.84,14727.33,14545.6188
55377,56934.59,57501.64,57002.636
7425,7425.0,7425.0,7425.0
49725,49725.0,49725.0,49725.0
11456,11702.64,11426.05,11669.4492
3754,3625.26,3642.55,3627.3348000000005
49613,50485.48,50731.88,50515.048
3349,4247.52,4672.07,4298.466
51707,51707.0,51707.0,51707.0
5230,4942.26,4889.26,4935.9
51819,51901.55,52004.26,51913.8752
4028,4422.73,4029.24,4375.5112
12854,11919.57,10980.21,11806.8468
2359,3186.57,2976.88,3161.4072000000006
12422,10635.53,10886.82,10665.6848
5042,5413.39,5246.98,5393.420800000001
24056,24056.0,24056.0,24056.0
37985,37985.0,37985.0,37985.0
5954,6256.82,6192.37,6249.085999999999
4387,4410.57,4786.82,4455.719999999999
4363,4369.55,4388.49,4371.8228
5102,5158.14,5128.39,5154.57
5656,5660.2,5677.58,5662.285599999999
6488,7480.17,7100.0,7434.5496
6437,6436.9,6437.0,6436.911999999999
2074,2129.36,2212.85,2139.3788
4436,4435.18,4479.52,4440.500800000001
4548,5106.4,4957.41,5088.521199999999
2477,2363.83,2344.3,2361.4864
5960,5963.11,5959.77,5962.7092
2339,2339.0,2339.0,2339.0
55983,56231.64,56107.32,56216.721600000004
55377,56200.2,55981.8,56173.992
5660,5667.5,5673.8,5668.255999999999
40843,40843.0,40843.0,40843.0
8170,8166.7,8602.29,8218.9708
3971,5172.05,5007.95,5152.358
5102,5327.36,5525.61,5351.15
2821,2757.58,2810.43,2763.922
5232,5228.52,5216.28,5227.0512
50271,50696.38,50350.41,50654.8636
13688,13472.82,13786.49,13510.4604
5654,6188.95,6015.26,6168.1071999999995
53645,53645.0,53645.0,53645.0
6658,4604.65,4231.22,4559.8384
7740,9704.49,11575.41,9929.000399999999
60260,60311.97,60260.0,60305.7336
1715,1947.88,1883.37,1940.1388000000002
6158,6164.03,6206.67,6169.1467999999995
13104,14282.34,15127.22,14383.7256
49725,49872.32,49963.23,49883.2292
7076,6929.68,6903.11,6926.4916
51707,51707.0,51707.0,51707.0
13798,13645.51,12973.39,13564.8556
5888,6078.78,6061.88,6076.752
4357,4415.29,4369.6,4409.8072
4452,4911.33,4729.6,4889.5224
2228,2346.93,2392.32,2352.3767999999995
57057,66855.85,70958.9,67348.21600000001
2350,2356.43,2397.95,2361.4123999999997
49553,49553.0,49553.0,49553.0
58111,58533.7,58111.0,58482.975999999995
45805,46068.0,45884.52,46045.9824
1776,1873.59,1868.44,1872.972
2409,2509.97,2488.45,2507.3876
2409,2406.12,2409.71,2406.5508
4691,4680.65,4691.0,4681.892
65529,65688.04,66536.76,65789.88639999999
3734,3736.28,3761.92,3739.3568000000005
16423,16706.09,16641.25,16698.3092
4348,4466.59,4575.17,4479.6196
24122,24122.0,24122.0,24122.0
3465,3664.92,3594.72,3656.496
54841,55000.04,55000.04,55000.04
2339,2339.0,2339.0,2339.0
7572,7572.0,7572.0,7572.0
4977,5053.08,4873.47,5031.5268
4896,5399.88,5946.86,5465.5176
10847,7771.41,8350.2,7840.8648
22152,22152.0,22152.0,22152.0
10243,10305.88,10262.82,10300.7128
49725,49725.0,49725.0,49725.0
67004,69093.92,69151.04,69100.7744
53164,54463.84,54954.25,54522.6892
4496,4496.0,4496.0,4496.0
15204,12448.02,12721.94,12480.8904
5441,5441.0,5441.0,5441.0
5507,5531.5,5519.96,5530.1152
4501,4501.0,4501.0,4501.0
6271,6282.39,6267.89,6280.65
5145,5242.18,5316.8,5251.1344
3236,3448.13,3349.32,3436.2728
6067,6090.62,6073.3,6088.5416000000005
7174,6806.7,6713.95,6795.57
2482,3949.73,3710.92,3921.0728
5282,5303.84,5331.05,5307.1052
38099,38569.4,38725.75,38588.162
6869,8770.9,9201.43,8822.5636
6568,6671.9,6815.55,6689.138
40593,40874.46,40874.46,40874.46
3475,3481.9,3489.21,3482.7772
5667,5507.76,5597.28,5518.5024
3306,3320.42,3315.17,3319.79
5859,8389.29,8632.02,8418.4176
6752,7147.95,7218.79,7156.4508
50271,51289.08,51188.28,51276.984000000004
43697,37985.0,37985.0,37985.0
7958,7938.24,7958.0,7940.6112
4258,4003.5,4001.5,4003.2599999999998
56588,59129.6,58677.97,59075.4044
51817,51817.0,51817.0,51817.0
57920,59460.40666666667,60597.15333333333,59596.81626666667
11479,10926.55,10812.16,10912.823199999999
6663,7794.01,7874.05,7803.614799999999
2124,2124.4,2124.16,2124.3712
5231,4930.9,5489.88,4997.9776
54777,54777.0,54856.52,54786.5424
2150,2150.0,2150.0,2150.0
5943,5949.53,5964.94,5951.3792
4946,4740.99,4799.97,4748.067599999999
57920,57920.0,57923.36,57920.4032
4357,4366.51,4360.21,4365.754
17604,18539.43,18650.54,18552.7632
6318,6399.47,6380.53,6397.1972000000005
3016,3428.58,3424.37,3428.0748
5177,5211.66,5195.86,5209.764
6324,6306.25,6324.0,6308.38
5323,5483.17,5421.0,5475.7096
7004,7134.72,7161.5,7137.9336
2586,2850.31,2792.81,2843.4100000000003
12978,11986.07,12400.15,12035.7596
3965,3965.88,3968.24,3966.1632
60260,60260.0,60260.0,60260.0
42457,42854.6,42854.6,42854.600000000006
5269,5375.53,5722.33,5417.146000000001
7110,6195.24,6663.11,6251.3844
3175,2603.7,2549.47,2597.1924
57349,57517.94,56992.53,57454.8908
31462,33452.56,33618.44,33472.465599999996
7927,8002.5,8000.29,8002.2348
31436,31415.7,31415.7,31415.700000000004
1998,2216.45,2149.11,2208.3692
9945,11173.66,11175.2,11173.844799999999
6756,6395.8,6349.32,6390.2224
4413,4411.96,4414.44,4412.2576
4672,6622.79,6933.03,6660.0188
53499,54803.27,56022.93,54949.629199999996
4971,5169.84,5203.02,5173.8216
5131,4663.57,4538.09,4648.5124
60978,60978.0,60978.0,60978.0
51817,51817.0,51817.0,51817.0
60508,61096.0,60928.0,61075.840000000004
57017,57017.0,57017.0,57017.0
12166,13767.9475,13649.745,13753.7632
41652,41796.94,47638.97,42497.98360000001
2714,2304.95,2349.67,2310.3163999999997
3496,3583.72,4336.6,3674.0656
9284,9718.5625,9708.65,9717.373000000001
5017,4993.67,4970.4,4990.877600000001
4581,4560.54,4519.36,4555.5984
14343,14940.28,14574.85,14896.4284
13083,13634.16,13544.13,13623.356399999999
84756,84756.0,84404.54,84713.8248
13598,14997.87,14727.75,14965.455600000001
60978,63102.2,67414.64,63619.69279999999
7056,7652.58,7560.8,7641.566400000001
7425,8365.47,8390.18,8368.4352
5441,5441.0,5441.0,5441.0
10523,9555.12,9997.97,9608.262
22618,20984.06,21072.74,20994.7016
5817,5817.0,5817.0,5817.0
49553,52482.3,51899.48,52412.361600000004
12546,12566.07,12474.82,12555.119999999999
2098,2098.0,2101.65,2098.438
4368,4556.47,4587.13,4560.1492
49177,49177.0,49177.0,49177.0
1714,1714.0,1714.0,1714.0
50113,53263.66,54542.33,53417.1004
41269,43394.49,43829.75,43446.7212
11698,12559.69,11836.65,12472.9252
4173,4561.22,4462.8,4549.409600000001
4224,4554.56,4593.42,4559.2232
4357,4440.01,4464.16,4442.908
69168,71211.15,71404.91,71234.4012
53164,53164.0,53164.0,53164.0
4007,3849.19,3875.92,3852.3976000000002
32859,36758.98,36785.8,36762.1984
14336,14004.55,14022.24,14006.672799999998
2877,2735.2,2878.01,2752.3371999999995
5082,4731.71,4595.25,4715.3348000000005
4827,4841.8,4865.22,4844.6104000000005
52287,52287.0,52287.0,52287.0
3393,3446.52,3433.91,3445.0068
69535,67489.46,68058.56,67557.75200000001
37432,38463.84,37566.06,38356.1064
6308,6476.34,6312.89,6456.726000000001
5429,5467.89,5385.74,5458.032
5070,5120.21,5345.91,5147.294
4204,3994.81,4294.91,4030.822
51875,57207.32,56523.76,57125.292799999996
60978,70711.76666666666,70296.79,70661.96946666666
72125,63675.72,63448.36,63648.4368
4130,4148.01,4193.28,4153.4424
7127,4373.17,4457.74,4383.3184
6568,6568.0,6568.0,6568.0
20760,20760.0,20760.0,20760.0
14603,10292.21,9692.47,10220.2412
10425,10796.1,10684.09,10782.658800000001
17683,17834.054999999997,17766.7,17825.9724
5660,5691.22,5697.8,5692.0096
6467,6450.29,7058.092,6523.22624
2477,2475.59,2529.48,2482.0568000000003
7584,9502.34,8642.88,9399.2048
77120,70546.0,69658.79,70439.5348
60601,53392.48,53392.48,53392.48
4029,4182.92,4151.16,4179.1088
52063,52370.56,52216.78,52352.1064
4416,4619.57,4522.03,4607.8652
3831,3835.58,3875.12,3840.3248
53152,53152.0,53152.0,53152.0
5955,6047.26,5832.92,6021.5392
3831,3838.31,3938.85,3850.3747999999996
55983,59030.52,59924.28,59137.771199999996
3595,3590.08,3592.98,3590.428
12033,12939.05,12805.9,12923.072
70095,53286.3,53531.25,53315.694
45776,46337.69,46525.99,46360.286
5924,5972.37,6211.5,6001.0656
41281,44897.25,45489.0,44968.26
44682,44497.74,45220.05,44584.4172
66928,66928.0,66928.0,66928.0
7426,7570.23,7370.51,7546.263599999999
6568,6837.1,6773.0,6829.408
49725,49725.0,49725.0,49725.0
10744,10835.38,10782.7,10829.058399999998
5622,5622.0,5622.0,5622.0
4646,4556.13,4534.86,4553.5776000000005
72268,62770.66,63275.95,62831.2948
2901,2901.0,2901.0,2901.0
5018,5019.02,5013.95,5018.4116
2074,2074.0,2074.0,2074.0
60813,59707.96,59631.73,59698.8124
2200,2241.94,2272.88,2245.6528000000003
57017,56994.6,57017.0,56997.288
52287,52287.0,52287.0,52287.0
18774,16138.79,15537.54,16066.640000000001
4337,4337.0,4350.59,4338.6308
13386,13168.88,13262.74,13180.143199999999
4099,4239.52,4229.04,4238.2624000000005
4165,4411.35,4228.94,4389.4608
6032,6188.462666666666,6079.87,6175.431546666666
11898,15709.71,15529.59,15688.0956
54608,54608.0,54608.0,54608.0
6583,6700.14,6770.4,6708.5712
3862,3861.98,3862.0,3861.9824
60232,60232.0,61376.64,60369.3568
5469,5315.14,5353.5,5319.743200000001
4105,4155.0,4170.55,4156.866
6064,5759.76,5728.96,5756.064
38099,38099.0,38099.0,38099.0
4054,4382.17,4060.3,4343.5456
6395,6385.23,6402.6,6387.314399999999
3863,3896.44,3912.42,3898.3576000000003
22140,22140.0,22140.0,22140.0
2132,2549.29,2494.11,2542.6684
13728,13899.57,13888.21,13898.2068
9371,9657.245,9659.87,9657.560000000001
74844,75529.44,75092.64,75477.024
5949,5949.0,5949.0,5949.0
7437,8510.86,8384.8,8495.7328
4732,4503.01,4546.68,4508.250400000001
59929,59929.0,59958.88,59932.5856
11205,11384.01,11455.41,11392.578
39847,39761.14,39761.14,39761.14
2737,2929.74,2858.71,2921.2164
56702,61411.0,64077.59,61730.9908
4111,4111.0,4111.0,4111.0
6044,5390.73,5525.11,5406.8556
68112,60296.64,60137.6,60277.5552
55377,55874.28,56959.56,56004.5136
7484,7822.17,8092.09,7854.5604
5846,6085.63,5895.76,6062.845600000001
2832,3202.28,3278.08,3211.376
69168,69242.37,69168.0,69233.44559999999
2977,2667.98,2655.21,2666.4476
32923,33861.15,33682.23,33839.6796
4896,4874.58,4889.76,4876.4016
12873,10163.27,11256.48,10294.4552
5949,5949.0,5949.0,5949.0
5772,5745.2,5802.82,5752.1143999999995
12854,12449.79,12011.88,12397.240800000001
6067,6067.0,6067.0,6067.0
53209,53209.0,53174.16,53204.8192
9864,10248.71,11091.52,10349.8472
62255,57013.4,56227.95,56919.146
5619,6208.4,6044.38,6188.7176
55983,57138.84,57689.88,57204.9648
5703,6080.6,6105.96,6083.6432
54684,54684.0,54684.0,54684.0
6133,6264.19,6251.02,6262.6096
38099,38137.75,38292.75,38156.35
9051,9425.519166666665,9450.133833333333,9428.472926666665
60232,62220.0,61402.4,62121.888
4122,5434.78,4774.37,5355.5307999999995
4500,4500.0,4500.0,4500.0
15153,13602.97,13502.91,13590.9628
57057,57645.0,58498.44,57747.4128
9933,10084.12,10088.85,10084.687600000001
2124,2124.0,2124.0,2124.0
5502,5315.34,5417.15,5327.5572
60232,62379.04,60743.84,62182.816
51345,52433.64,52917.48,52491.7008
5632,6288.64,6462.25,6309.4732
9670,9865.3,9859.735,9864.6322
7904,7889.03,7907.28,7891.219999999999
9904,10587.4,10523.31,10579.709200000001
6277,6837.5,6623.72,6811.8464
9371,9318.52,9349.2,9322.2016
4896,4910.73,4893.38,4908.648
64831,68024.91,66474.04,67838.80559999999
5881,5881.06,5884.26,5881.444
9881,10223.42,10430.48,10248.2672
54115,54728.76,54345.72,54682.7952
4894,4913.41,4895.38,4911.2464
4755,4755.0,4755.0,4755.0
18505,18444.4,19427.66,18562.391200000002
4501,4501.0,4501.0,4501.0
4028,4028.0,4028.0,4028.0
62448,62448.0,62448.0,62448.0
11675,11662.3,12071.13,11711.359599999998
5702,5973.21,5937.91,5968.974
8239,6006.22,6199.51,6029.4148000000005
5102,5110.4,5102.0,5109.392
6977,7042.24,11215.69,7543.054
49613,49613.0,49613.0,49613.0
50271,50271.0,50271.0,50271.0
4942,5027.8,5012.21,5025.9292
6084,6093.06,5965.84,6077.793600000001
42312,42099.2,42233.6,42115.327999999994
4205,4205.0,4199.05,4204.286
9201,9577.14,10002.45,9628.1772
5451,4868.43,4848.75,4866.068400000001
6195,6195.0,6195.0,6195.0
13883,13270.96,13244.28,13267.758399999999
51372,51662.86,51676.69,51664.5196
7056,9512.76,9201.42,9475.3992
45693,45693.0,45851.82,45712.0584
6186,6175.91,6293.8,6190.0568
6578,6578.0,6578.0,6578.0
9201,9332.39,9809.97,9389.6996
10892,10909.65,10967.86,10916.6352
49553,50863.71,50883.56,50866.092
45257,45257.0,45228.32,45253.5584
7767,7767.0,7767.0,7767.0
62524,62524.0,62524.0,62524.0
65345,62703.33,62656.67,62697.730800000005
7677,7677.0,7673.4,7676.568
8059,6567.56,6608.15,6572.4308
3685,3685.0,3680.62,3684.4744
6395,6408.03,6400.43,6407.1179999999995
45672,46693.51,46279.31,46643.806000000004
2124,2240.69,2124.0,2226.6872
6158,6185.19,6158.0,6181.9272
15719,12167.97,11963.75,12143.4636
5441,5441.0,5441.0,5441.0
1694,1717.18,1694.0,1714.3984
13818,14483.04,14278.39,14458.482000000002
1714,1714.0,1714.0,1714.0
3024,3045.0,3039.75,3044.37
6133,6201.31,6193.72,6200.399200000001
5954,5953.89,5958.18,5954.4048
7112,5748.99,5739.23,5747.8188
53209,56385.4,55353.07,56261.5204
12675,12451.07,12155.9,12415.6496
3707,3824.48,3785.38,3819.788
48851,48851.0,48851.0,48851.0
49725,49725.0,49725.0,49725.0
7918,8567.23,8835.02,8599.3648
9323,8794.165,8432.0375,8750.709700000001
6882,7470.08,7067.09,7421.7212
52287,52287.0,52287.0,52287.0
2477,2503.05,2518.64,2504.9208000000003
7317,7387.2,7387.02,7387.1784
1551,1560.96,1560.96,1560.96
16212,15900.57,15877.76,15897.8328
4783,4661.18,5067.74,4709.967200000001
6311,6244.07,6032.49,6218.680399999999
4417,4521.12,4613.07,4532.1539999999995
6207,5404.42,5403.1,5404.261600000001
8100,7692.99,8049.67,7735.7916
9840,10714.41,11169.87,10769.065200000001
61649,57052.52,57415.4,57096.065599999994
5102,5101.1,5131.4,5104.736000000001
47585,47585.0,47741.84,47603.8208
55983,55983.0,55983.0,55983.0
55377,55401.53,56012.79,55474.8812
64173,65170.92,64886.44,65136.7824
14356,10795.6,11262.07,10851.5764
68317,63916.52,64339.88,63967.3232
14177,15500.35,13062.82,15207.8464
5339,5348.37,5339.0,5347.2456
6067,6067.0,6117.48,6073.0576
6450,6499.9,6493.6,6499.143999999999
44144,44144.0,44144.0,44144.0
64113,64386.28,64351.56,64382.1136
54684,54684.0,54684.0,54684.0
61583,61583.0,61583.0,61583.0
53164,53164.0,53164.0,53164.0
11488,11488.0,11484.41,11487.5692
4637,4705.02,4860.39,4723.664400000001
10828,8349.44,8754.73,8398.0748
10478,10100.63,10255.06,10119.1616
53152,53152.0,53768.62,53225.9944
20623,13391.95,12707.73,13309.8436
4086,4410.03,4364.64,4404.5832
4515,3607.24,3606.98,3607.2088
4600,4764.69,4761.65,4764.3252
7702,7569.28,7638.53,7577.59
5322,5322.0,5322.0,5322.0
3826,4511.06,4483.9,4507.8008
6067,6117.24,6199.3,6127.0872
52175,54703.96,55299.8,54775.4608
49553,49553.0,49553.0,49553.0
44664,36950.56,36712.0,36921.932799999995
52063,52063.0,52063.0,52063.0
4495,4502.97,4555.43,4509.2652
3381,3728.94,3817.48,3739.5648
57920,58238.08,58238.08,58238.08
4496,4496.0,4496.0,4496.0
53152,53152.0,53152.0,53152.0
3999,3999.04,4000.19,3999.178
82553,82553.0,82553.0,82553.0
6455,6425.75,6414.26,6424.3712
4500,4500.0,4551.59,4506.1908
6158,6158.0,6161.15,6158.378
3236,3383.09,3480.83,3394.8188
69113,59234.6,61667.24,59526.5168
81814,69648.65,82632.05,71206.658
6324,6324.0,6324.0,6324.0
49613,49613.0,49613.0,49613.0
5654,7023.6,6090.77,6911.6604
6009,6167.51,6038.78,6152.0624
62045,62045.0,62045.0,62045.0
12150,12011.58,12041.9,12015.2184
6067,6067.0,6067.0,6067.0
8059,8066.77,9162.15,8198.215600000001
61049,61877.8,61660.52,61851.7264
2050,2818.35,2662.19,2799.6108000000004
5502,5096.1,5212.72,5110.0944
61049,61049.0,61049.0,61049.0
6461,6461.0,6467.84,6461.8208
61597,60264.77,59705.03,60197.6012
4724,5331.24,6398.38,5459.296799999999
5093,6707.35,7189.93,6765.259600000001
